Incidente;Fecha;Departamento;Zona;Clase de sitio;Arma empleada;Edad;Sexo;Estado civil;Clase de empleado
16807;14/10/2014;GUAJIRA;URBANA;APARTAMENTO;CONTUNDENTES;34;FEMENINO;CASADO;EDUCADOR
8658;29/05/2014;RISARALDA;URBANA;CASAS DE HABITACION;SIN EMPLEO DE ARMAS;36;FEMENINO;CASADO;EMPLEADO PARTICULAR
8059;19/05/2014;NARIÑO;URBANA;CASAS DE HABITACION;SIN EMPLEO DE ARMAS;36;MASCULINO;CASADO;COMERCIANTE
4753;20/03/2014;NARIÑO;URBANA;CASAS DE HABITACION;SIN EMPLEO DE ARMAS;68;MASCULINO;UNION LIBRE;PENSIONADO
7053;02/05/2014;CESAR;URBANA;CASAS DE HABITACION;SIN EMPLEO DE ARMAS;36;MASCULINO;UNION LIBRE;EMPLEADO PARTICULAR
19991;16/12/2014;VALLE;RURAL;CASAS DE HABITACION;CORTANTES;32;MASCULINO;SOLTERO;EMPLEADO PARTICULAR
18053;07/11/2014;HUILA;URBANA;DENTRO DE LA VIVIENDA;CONTUNDENTES;35;MASCULINO;UNION LIBRE;EMPLEADO POLICIAL
4379;14/03/2014;META;URBANA;DENTRO DE LA VIVIENDA;CONTUNDENTES;41;FEMENINO;UNION LIBRE;INDEPENDIENTE
13596;25/08/2014;TOLIMA;URBANA;CASAS DE HABITACION;ARMA DE FUEGO;48;MASCULINO;UNION LIBRE;EMPLEADO PARTICULAR
14681;10/09/2014;VALLE;URBANA;APARTAMENTO EN CONJUNTO CERRADO;CONTUNDENTES;42;FEMENINO;SOLTERO;INDEPENDIENTE
1261;20/01/2014;VALLE;RURAL;FINCAS Y SIMILARES;SIN EMPLEO DE ARMAS;54;MASCULINO;CASADO;PENSIONADO
2107;04/02/2014;META;RURAL;DENTRO DE LA VIVIENDA;ARMA DE FUEGO;37;MASCULINO;SOLTERO;INDEPENDIENTE
18135;08/11/2014;SANTANDER;URBANA;CASAS DE HABITACION;CONTUNDENTES;33;FEMENINO;DIVORCIADO;EMPLEADO PARTICULAR
4390;14/03/2014;TOLIMA;URBANA;CASAS DE HABITACION;SIN EMPLEO DE ARMAS;26;MASCULINO;SOLTERO;ESTUDIANTE
15058;16/09/2014;META;URBANA;CASAS DE HABITACION;ARMA DE FUEGO;72;MASCULINO;SOLTERO;PENSIONADO
7870;16/05/2014;CUNDINAMARCA;URBANA;APARTAMENTO;CONTUNDENTES;38;MASCULINO;CASADO;EMPLEADO PARTICULAR
3776;03/03/2014;SANTANDER;URBANA;CASAS DE HABITACION;SIN EMPLEO DE ARMAS;33;MASCULINO;CASADO;AMA DE CASA
7603;11/05/2014;NARIÑO;URBANA;CASAS DE HABITACION;ARMA DE FUEGO;35;MASCULINO;UNION LIBRE;EMPLEADO PARTICULAR
16555;10/10/2014;CÓRDOBA;URBANA;CASAS DE HABITACION;ARMA DE FUEGO;65;MASCULINO;CASADO;AGRICULTOR
1161;19/01/2014;CUNDINAMARCA;URBANA;CASAS DE HABITACION;SIN EMPLEO DE ARMAS;25;FEMENINO;UNION LIBRE;EMPLEADO PARTICULAR
16785;14/10/2014;ANTIOQUIA;URBANA;CASAS DE HABITACION;CONTUNDENTES;33;MASCULINO;UNION LIBRE;INDEPENDIENTE
20492;27/12/2014;ANTIOQUIA;RURAL;FINCAS Y SIMILARES;ARMA DE FUEGO;35;MASCULINO;UNION LIBRE;INDEPENDIENTE
3959;06/03/2014;VALLE;URBANA;APARTAMENTO;SIN EMPLEO DE ARMAS;61;MASCULINO;CASADO;INDEPENDIENTE
9611;17/06/2014;CUNDINAMARCA;URBANA;APARTAMENTO;CONTUNDENTES;39;FEMENINO;SOLTERO;INDEPENDIENTE
3140;20/02/2014;TOLIMA;URBANA;CASAS DE HABITACION;CONTUNDENTES;30;FEMENINO;SOLTERO;EMPLEADO PARTICULAR
19845;13/12/2014;TOLIMA;URBANA;CASAS DE HABITACION;SIN EMPLEO DE ARMAS;58;MASCULINO;CASADO;EMPLEADO PARTICULAR
5706;07/04/2014;CÓRDOBA;URBANA;CASAS DE HABITACION;CONTUNDENTES;20;MASCULINO;SOLTERO;EMPLEADO PARTICULAR
3621;01/03/2014;ATLÁNTICO;URBANA;DENTRO DE LA VIVIENDA;SIN EMPLEO DE ARMAS;64;FEMENINO;CASADO;INDEPENDIENTE
8851;02/06/2014;CAQUETÁ;RURAL;CASAS DE HABITACION;CONTUNDENTES;49;MASCULINO;SOLTERO;AGRICULTOR
15492;23/09/2014;ARAUCA;URBANA;CASAS DE HABITACION;CONTUNDENTES;23;FEMENINO;SOLTERO;EMPLEADO PARTICULAR
19791;13/12/2014;ARAUCA;URBANA;DENTRO DE LA VIVIENDA;CONTUNDENTES;34;MASCULINO;UNION LIBRE;EMPLEADO PARTICULAR
13178;18/08/2014;CUNDINAMARCA;URBANA;CASAS DE HABITACION;SIN EMPLEO DE ARMAS;30;FEMENINO;UNION LIBRE;EMPLEADO PARTICULAR
14463;07/09/2014;RISARALDA;URBANA;CASAS DE HABITACION;ESCOPOLAMINA;65;MASCULINO;SOLTERO;PENSIONADO
3562;27/02/2014;SAN ANDRÉS;URBANA;DENTRO DE LA VIVIENDA;CONTUNDENTES;50;FEMENINO;SOLTERO;EMPLEADO PARTICULAR
11005;12/07/2014;HUILA;RURAL;CASAS DE HABITACION;ARMA DE FUEGO;43;MASCULINO;SOLTERO;EMPLEADO PARTICULAR
3398;25/02/2014;ATLÁNTICO;URBANA;CASAS DE HABITACION;SIN EMPLEO DE ARMAS;25;MASCULINO;UNION LIBRE;EMPLEADO PARTICULAR
6323;19/04/2014;ATLÁNTICO;URBANA;CASAS DE HABITACION;ARMA DE FUEGO;30;MASCULINO;SOLTERO;EMPLEADO PARTICULAR
10544;04/07/2014;HUILA;URBANA;CASAS DE HABITACION;SIN EMPLEO DE ARMAS;42;FEMENINO;SOLTERO;AMA DE CASA
4469;16/03/2014;CAUCA;URBANA;CASAS DE HABITACION;CONTUNDENTES;17;MASCULINO;SOLTERO;ESTUDIANTE
20348;23/12/2014;VALLE;URBANA;CASAS DE HABITACION;SIN EMPLEO DE ARMAS;55;MASCULINO;UNION LIBRE;EMPLEADO PARTICULAR
6402;20/04/2014;CUNDINAMARCA;URBANA;APARTAMENTO;CONTUNDENTES;39;FEMENINO;CASADO;EMPLEADO PARTICULAR
19883;14/12/2014;GUAJIRA;URBANA;CASAS DE HABITACION;CONTUNDENTES;32;FEMENINO;SOLTERO;COMERCIANTE
13126;17/08/2014;META;URBANA;DENTRO DE LA VIVIENDA;SIN EMPLEO DE ARMAS;23;FEMENINO;SOLTERO;EMPLEADO PARTICULAR
3799;04/03/2014;CESAR;URBANA;CASAS DE HABITACION;CONTUNDENTES;25;FEMENINO;UNION LIBRE;EMPLEADO PARTICULAR
17389;25/10/2014;MAGDALENA;URBANA;SECTOR RESIDENCIAS;SIN EMPLEO DE ARMAS;42;MASCULINO;CASADO;NO REPORTA
6007;13/04/2014;ARAUCA;URBANA;CASAS DE HABITACION;CONTUNDENTES;44;FEMENINO;CASADO;AGRICULTOR
16058;02/10/2014;CALDAS;URBANA;APARTAMENTO;SIN EMPLEO DE ARMAS;32;MASCULINO;SOLTERO;EMPLEADO PARTICULAR
13081;16/08/2014;VALLE;RURAL;CASAS DE HABITACION;SIN EMPLEO DE ARMAS;53;MASCULINO;UNION LIBRE;AGRICULTOR
14105;02/09/2014;CUNDINAMARCA;URBANA;CASAS DE HABITACION;SIN EMPLEO DE ARMAS;36;MASCULINO;UNION LIBRE;EMPLEADO PARTICULAR
11994;30/07/2014;SANTANDER;RURAL;CASAS DE HABITACION;SIN EMPLEO DE ARMAS;60;FEMENINO;VIUDO;AMA DE CASA
12595;10/08/2014;ANTIOQUIA;URBANA;CASAS DE HABITACION;SIN EMPLEO DE ARMAS;45;FEMENINO;SOLTERO;INDEPENDIENTE
8559;28/05/2014;BOYACÁ;URBANA;CASAS DE HABITACION;SIN EMPLEO DE ARMAS;18;MASCULINO;SOLTERO;ESTUDIANTE
4372;14/03/2014;GUAINÍA;URBANA;CASAS DE HABITACION;SIN EMPLEO DE ARMAS;51;FEMENINO;UNION LIBRE;EMPLEADO PUBLICO
13858;30/08/2014;CUNDINAMARCA;URBANA;CASAS DE HABITACION;SIN EMPLEO DE ARMAS;40;MASCULINO;SOLTERO;DESEMPLEADO
19442;06/12/2014;ANTIOQUIA;URBANA;VIAS PUBLICAS;ARMA DE FUEGO;44;MASCULINO;SOLTERO;COMERCIANTE
11563;22/07/2014;CUNDINAMARCA;URBANA;CASAS DE HABITACION;CONTUNDENTES;35;FEMENINO;UNION LIBRE;INDEPENDIENTE
16250;05/10/2014;CAUCA;URBANA;CASAS DE HABITACION;CONTUNDENTES;54;FEMENINO;UNION LIBRE;INDEPENDIENTE
2170;05/02/2014;MAGDALENA;URBANA;CASAS DE HABITACION;ARMA DE FUEGO;38;FEMENINO;UNION LIBRE;AMA DE CASA
19903;14/12/2014;VALLE;URBANA;DENTRO DE LA VIVIENDA;CONTUNDENTES;32;FEMENINO;CASADO;EMPLEADO PARTICULAR
5792;08/04/2014;VALLE;URBANA;DENTRO DE LA VIVIENDA;CONTUNDENTES;33;FEMENINO;CASADO;EMPLEADO PARTICULAR
15163;18/09/2014;CASANARE;RURAL;FINCAS Y SIMILARES;SIN EMPLEO DE ARMAS;53;FEMENINO;SOLTERO;RELIGIOSO
12517;08/08/2014;META;URBANA;VIAS PUBLICAS;CONTUNDENTES;34;MASCULINO;SOLTERO;INDEPENDIENTE
15074;16/09/2014;SANTANDER;URBANA;APARTAMENTO;CONTUNDENTES;39;FEMENINO;SOLTERO;COMERCIANTE
6314;18/04/2014;TOLIMA;URBANA;CASAS DE HABITACION;SIN EMPLEO DE ARMAS;49;FEMENINO;UNION LIBRE;EMPLEADO PARTICULAR
18504;16/11/2014;CASANARE;URBANA;DENTRO DE LA VIVIENDA;CONTUNDENTES;31;FEMENINO;UNION LIBRE;INDEPENDIENTE
13880;30/08/2014;META;URBANA;DENTRO DE LA VIVIENDA;SIN EMPLEO DE ARMAS;39;MASCULINO;CASADO;INDEPENDIENTE
2575;11/02/2014;CUNDINAMARCA;URBANA;APARTAMENTO EN CONJUNTO CERRADO;-;36;FEMENINO;SOLTERO;EMPLEADO SALUD
9642;17/06/2014;TOLIMA;RURAL;FINCAS Y SIMILARES;CONTUNDENTES;35;FEMENINO;UNION LIBRE;EMPLEADO PARTICULAR
14554;09/09/2014;BOLÍVAR;URBANA;CASAS DE HABITACION;SIN EMPLEO DE ARMAS;36;MASCULINO;UNION LIBRE;EMPLEADO PARTICULAR
9847;21/06/2014;VALLE;RURAL;FINCAS Y SIMILARES;ARMA DE FUEGO;55;MASCULINO;SOLTERO;EMPLEADO PARTICULAR
18410;14/11/2014;CUNDINAMARCA;URBANA;CASAS DE HABITACION;CONTUNDENTES;27;FEMENINO;SOLTERO;EMPLEADO PARTICULAR
14789;12/09/2014;CUNDINAMARCA;URBANA;CASAS DE HABITACION;CONTUNDENTES;33;FEMENINO;UNION LIBRE;EMPLEADO PARTICULAR
5929;11/04/2014;GUAJIRA;URBANA;CASAS DE HABITACION;ARMA DE FUEGO;60;FEMENINO;UNION LIBRE;EMPLEADO SALUD
1196;20/01/2014;BOLÍVAR;URBANA;CASAS DE HABITACION;CONTUNDENTES;69;FEMENINO;CASADO;AMA DE CASA
12364;06/08/2014;CHOCÓ;URBANA;CASAS DE HABITACION;SIN EMPLEO DE ARMAS;27;MASCULINO;UNION LIBRE;EMPLEADO PARTICULAR
763;13/01/2014;ANTIOQUIA;RURAL;FINCAS Y SIMILARES;CORTANTES;42;MASCULINO;CASADO;EMPLEADO PARTICULAR
18459;15/11/2014;CUNDINAMARCA;URBANA;APARTAMENTO;CONTUNDENTES;34;MASCULINO;SOLTERO;NO REPORTA
13492;24/08/2014;BOYACÁ;URBANA;CASAS DE HABITACION;SIN EMPLEO DE ARMAS;54;FEMENINO;VIUDO;INDEPENDIENTE
20287;22/12/2014;SANTANDER;URBANA;FINCAS Y SIMILARES;CONTUNDENTES;36;MASCULINO;UNION LIBRE;AGRICULTOR
14448;07/09/2014;CUNDINAMARCA;URBANA;APARTAMENTO;SIN EMPLEO DE ARMAS;53;FEMENINO;SOLTERO;DESEMPLEADO
576;10/01/2014;CESAR;URBANA;CASAS DE HABITACION;SIN EMPLEO DE ARMAS;25;MASCULINO;SOLTERO;ESTUDIANTE
10183;28/06/2014;SANTANDER;RURAL;CASAS DE HABITACION;CONTUNDENTES;40;MASCULINO;SOLTERO;COMERCIANTE
11392;19/07/2014;CASANARE;URBANA;VIAS PUBLICAS;SIN EMPLEO DE ARMAS;43;MASCULINO;UNION LIBRE;INDEPENDIENTE
6586;23/04/2014;TOLIMA;RURAL;FINCAS Y SIMILARES;CONTUNDENTES;34;FEMENINO;UNION LIBRE;EMPLEADO PARTICULAR
13402;22/08/2014;CUNDINAMARCA;URBANA;CASAS DE HABITACION;ESCOPOLAMINA;18;MASCULINO;SOLTERO;EMPLEADO PARTICULAR
18084;07/11/2014;VALLE;RURAL;CASAS DE HABITACION;ARMA DE FUEGO;40;MASCULINO;CASADO;INDEPENDIENTE
252;05/01/2014;ARAUCA;URBANA;CASAS DE HABITACION;CONTUNDENTES;32;FEMENINO;UNION LIBRE;AMA DE CASA
8809;01/06/2014;NORTE DE SANTANDER;URBANA;CASAS DE HABITACION;SIN EMPLEO DE ARMAS;31;FEMENINO;CASADO;AMA DE CASA
17727;01/11/2014;SUCRE;URBANA;FINCAS Y SIMILARES;CONTUNDENTES;40;MASCULINO;CASADO;EMPLEADO PARTICULAR
15854;29/09/2014;ANTIOQUIA;URBANA;COLEGIOS, ESCUELAS;SIN EMPLEO DE ARMAS;48;FEMENINO;CASADO;EDUCADOR
11354;18/07/2014;META;URBANA;DENTRO DE LA VIVIENDA;SIN EMPLEO DE ARMAS;21;MASCULINO;SOLTERO;EMPLEADO POLICIAL
17992;06/11/2014;HUILA;URBANA;CASAS DE HABITACION;SIN EMPLEO DE ARMAS;40;FEMENINO;UNION LIBRE;INDEPENDIENTE
18162;09/11/2014;CUNDINAMARCA;RURAL;CASAS DE HABITACION;CONTUNDENTES;43;FEMENINO;SOLTERO;EMPLEADO PARTICULAR
1653;27/01/2014;META;URBANA;DENTRO DE LA VIVIENDA;SIN EMPLEO DE ARMAS;64;FEMENINO;SOLTERO;INDEPENDIENTE
3627;01/03/2014;ATLÁNTICO;URBANA;CASAS DE HABITACION;CONTUNDENTES;31;FEMENINO;CASADO;EMPLEADO SALUD
17342;24/10/2014;CUNDINAMARCA;URBANA;APARTAMENTO EN CONJUNTO CERRADO;CONTUNDENTES;47;FEMENINO;CASADO;EMPLEADO PARTICULAR
15158;18/09/2014;BOYACÁ;URBANA;CASAS DE HABITACION;SIN EMPLEO DE ARMAS;36;FEMENINO;CASADO;INDEPENDIENTE
16020;01/10/2014;MAGDALENA;URBANA;CASAS DE HABITACION;ARMA DE FUEGO;48;FEMENINO;UNION LIBRE;INDEPENDIENTE
15615;25/09/2014;CUNDINAMARCA;URBANA;CASAS DE HABITACION;CONTUNDENTES;32;FEMENINO;SOLTERO;EMPLEADO PARTICULAR
15377;20/09/2014;VALLE;URBANA;DENTRO DE LA VIVIENDA;ARMA DE FUEGO;71;MASCULINO;SOLTERO;EMPLEADO PARTICULAR
6284;18/04/2014;CHOCÓ;URBANA;CASAS DE HABITACION;CONTUNDENTES;39;MASCULINO;SOLTERO;EMPLEADO PARTICULAR
7950;17/05/2014;VALLE;URBANA;DENTRO DE LA VIVIENDA;CONTUNDENTES;48;MASCULINO;CASADO;EMPLEADO PARTICULAR
5949;11/04/2014;SANTANDER;URBANA;DENTRO DE LA VIVIENDA;SIN EMPLEO DE ARMAS;41;FEMENINO;CASADO;EMPLEADO PARTICULAR
17087;19/10/2014;RISARALDA;URBANA;CASAS DE HABITACION;SIN EMPLEO DE ARMAS;64;FEMENINO;VIUDO;INDEPENDIENTE
20652;30/12/2014;META;URBANA;CONJUNTO RESIDENCIAL;CONTUNDENTES;27;FEMENINO;UNION LIBRE;INDEPENDIENTE
19726;11/12/2014;TOLIMA;URBANA;CASAS DE HABITACION;SIN EMPLEO DE ARMAS;24;FEMENINO;UNION LIBRE;EMPLEADO PARTICULAR
2037;03/02/2014;HUILA;URBANA;CASAS DE HABITACION;CONTUNDENTES;46;MASCULINO;CASADO;AGRICULTOR
12829;13/08/2014;CUNDINAMARCA;URBANA;APARTAMENTO;CONTUNDENTES;54;FEMENINO;SOLTERO;INDEPENDIENTE
16253;05/10/2014;CHOCÓ;URBANA;CASAS DE HABITACION;SIN EMPLEO DE ARMAS;37;MASCULINO;UNION LIBRE;EMPLEADO PARTICULAR
5512;04/04/2014;ANTIOQUIA;RURAL;CASAS DE HABITACION;SIN EMPLEO DE ARMAS;19;MASCULINO;UNION LIBRE;EMPLEADO PARTICULAR
9852;22/06/2014;ANTIOQUIA;URBANA;CASAS DE HABITACION;CONTUNDENTES;28;MASCULINO;SOLTERO;EMPLEADO PARTICULAR
10806;09/07/2014;BOYACÁ;URBANA;APARTAMENTO;CONTUNDENTES;21;FEMENINO;SOLTERO;EMPLEADO PARTICULAR
11724;25/07/2014;NARIÑO;URBANA;CASAS DE HABITACION;CONTUNDENTES;41;MASCULINO;CASADO;EMPLEADO PARTICULAR
10526;04/07/2014;CUNDINAMARCA;URBANA;DENTRO DE LA VIVIENDA;CONTUNDENTES;29;FEMENINO;SOLTERO;INDEPENDIENTE
2542;11/02/2014;ATLÁNTICO;URBANA;VIAS PUBLICAS;-;44;MASCULINO;VIUDO;EMPLEADO PARTICULAR
8981;04/06/2014;RISARALDA;URBANA;DENTRO DE LA VIVIENDA;SIN EMPLEO DE ARMAS;47;FEMENINO;SOLTERO;INDEPENDIENTE
2993;18/02/2014;CÓRDOBA;URBANA;CASAS DE HABITACION;ARMA DE FUEGO;45;MASCULINO;UNION LIBRE;INDEPENDIENTE
16590;10/10/2014;TOLIMA;URBANA;CASAS DE HABITACION;SIN EMPLEO DE ARMAS;40;MASCULINO;UNION LIBRE;INDEPENDIENTE
20576;28/12/2014;VALLE;URBANA;CASAS DE HABITACION;CONTUNDENTES;47;MASCULINO;SOLTERO;PENSIONADO
6819;28/04/2014;CUNDINAMARCA;URBANA;APARTAMENTO;CONTUNDENTES;37;MASCULINO;CASADO;INDEPENDIENTE
1257;20/01/2014;TOLIMA;RURAL;CASAS DE HABITACION;CONTUNDENTES;53;MASCULINO;CASADO;PENSIONADO
20429;25/12/2014;SANTANDER;URBANA;CASAS DE HABITACION;CONTUNDENTES;31;FEMENINO;UNION LIBRE;AMA DE CASA
1804;30/01/2014;CUNDINAMARCA;URBANA;APARTAMENTO;SIN EMPLEO DE ARMAS;34;MASCULINO;UNION LIBRE;EMPLEADO PARTICULAR
6228;17/04/2014;ANTIOQUIA;URBANA;CASAS DE HABITACION;CONTUNDENTES;27;MASCULINO;SOLTERO;ESTUDIANTE
19563;08/12/2014;CUNDINAMARCA;URBANA;CASA EN CONJUNTO CERRADO;CONTUNDENTES;66;MASCULINO;CASADO;INDEPENDIENTE
6770;27/04/2014;CUNDINAMARCA;URBANA;APARTAMENTO;CONTUNDENTES;26;FEMENINO;UNION LIBRE;EMPLEADO PARTICULAR
8108;20/05/2014;CUNDINAMARCA;URBANA;APARTAMENTO;CONTUNDENTES;28;MASCULINO;SOLTERO;EMPLEADO PARTICULAR
7003;01/05/2014;CUNDINAMARCA;URBANA;CASAS DE HABITACION;SIN EMPLEO DE ARMAS;37;MASCULINO;UNION LIBRE;COMERCIANTE
606;10/01/2014;MAGDALENA;URBANA;CASA EN CONJUNTO CERRADO;CONTUNDENTES;30;MASCULINO;CASADO;EMPLEADO PARTICULAR
5295;31/03/2014;CUNDINAMARCA;URBANA;APARTAMENTO EN CONJUNTO CERRADO;CONTUNDENTES;31;MASCULINO;CASADO;EMPLEADO PARTICULAR
13806;29/08/2014;HUILA;URBANA;CASAS DE HABITACION;SIN EMPLEO DE ARMAS;31;MASCULINO;CASADO;INDEPENDIENTE
2232;06/02/2014;CUNDINAMARCA;URBANA;VIAS PUBLICAS;SIN EMPLEO DE ARMAS;24;MASCULINO;SOLTERO;EMPLEADO PARTICULAR
8015;18/05/2014;VALLE;URBANA;DENTRO DE LA VIVIENDA;CONTUNDENTES;41;MASCULINO;CASADO;EMPLEADO PARTICULAR
873;14/01/2014;NORTE DE SANTANDER;URBANA;DENTRO DE LA VIVIENDA;CONTUNDENTES;36;FEMENINO;UNION LIBRE;AMA DE CASA
17353;24/10/2014;RISARALDA;URBANA;DENTRO DE LA VIVIENDA;CORTANTES;60;MASCULINO;SOLTERO;COMERCIANTE
16780;13/10/2014;SUCRE;URBANA;CASAS DE HABITACION;CONTUNDENTES;30;MASCULINO;SOLTERO;EMPLEADO PARTICULAR
3416;25/02/2014;CUNDINAMARCA;URBANA;CASAS DE HABITACION;SIN EMPLEO DE ARMAS;58;MASCULINO;CASADO;EMPLEADO PARTICULAR
18128;08/11/2014;NARIÑO;URBANA;CASAS DE HABITACION;ARMA DE FUEGO;53;FEMENINO;SOLTERO;INDEPENDIENTE
13743;28/08/2014;HUILA;RURAL;CASAS DE HABITACION;ARMA BLANCA / CORTOPUNZANTE;43;FEMENINO;UNION LIBRE;AMA DE CASA
20187;20/12/2014;SUCRE;URBANA;IGLESIA;CONTUNDENTES;38;MASCULINO;CASADO;EMPLEADO PARTICULAR
10602;05/07/2014;RISARALDA;URBANA;VIAS PUBLICAS;SIN EMPLEO DE ARMAS;37;MASCULINO;SOLTERO;EMPLEADO PARTICULAR
14685;11/09/2014;ANTIOQUIA;URBANA;APARTAMENTO;CORTANTES;23;FEMENINO;UNION LIBRE;EDUCADOR
8725;30/05/2014;TOLIMA;URBANA;CASAS DE HABITACION;CONTUNDENTES;37;FEMENINO;SOLTERO;EMPLEADO PARTICULAR
3239;22/02/2014;HUILA;URBANA;VIAS PUBLICAS;CONTUNDENTES;30;FEMENINO;UNION LIBRE;ESTUDIANTE
18615;18/11/2014;CUNDINAMARCA;URBANA;CASA EN CONJUNTO CERRADO;CONTUNDENTES;33;FEMENINO;UNION LIBRE;AMA DE CASA
19295;03/12/2014;CÓRDOBA;RURAL;FINCAS Y SIMILARES;SIN EMPLEO DE ARMAS;49;MASCULINO;UNION LIBRE;EMPLEADO PARTICULAR
15510;23/09/2014;CUNDINAMARCA;URBANA;APARTAMENTO;ARMA DE FUEGO;54;MASCULINO;UNION LIBRE;INDEPENDIENTE
293;05/01/2014;NORTE DE SANTANDER;URBANA;DENTRO DE LA VIVIENDA;SIN EMPLEO DE ARMAS;45;FEMENINO;DIVORCIADO;DESEMPLEADO
15779;27/09/2014;RISARALDA;URBANA;CASAS DE HABITACION;SIN EMPLEO DE ARMAS;46;MASCULINO;CASADO;EMPLEADO PARTICULAR
619;10/01/2014;QUINDÍO;RURAL;FINCAS Y SIMILARES;ARMA DE FUEGO;48;MASCULINO;UNION LIBRE;EMPLEADO PARTICULAR
4586;18/03/2014;CALDAS;RURAL;FINCAS Y SIMILARES;CONTUNDENTES;60;MASCULINO;SOLTERO;PENSIONADO
1391;23/01/2014;BOLÍVAR;URBANA;LOCAL COMERCIAL;CONTUNDENTES;50;FEMENINO;SOLTERO;INDEPENDIENTE
12607;10/08/2014;BOYACÁ;URBANA;CASAS DE HABITACION;CONTUNDENTES;26;FEMENINO;SOLTERO;ESTUDIANTE
3504;26/02/2014;VALLE;URBANA;CASAS DE HABITACION;ARMA DE FUEGO;62;MASCULINO;UNION LIBRE;EMPLEADO PARTICULAR
13132;17/08/2014;NORTE DE SANTANDER;URBANA;DENTRO DE LA VIVIENDA;SIN EMPLEO DE ARMAS;45;MASCULINO;DIVORCIADO;INDEPENDIENTE
1292;21/01/2014;CUNDINAMARCA;URBANA;APARTAMENTO EN CONJUNTO CERRADO;CONTUNDENTES;32;MASCULINO;CASADO;INDEPENDIENTE
5566;04/04/2014;RISARALDA;URBANA;DENTRO DE LA VIVIENDA;SIN EMPLEO DE ARMAS;36;MASCULINO;CASADO;EMPLEADO PARTICULAR
7169;04/05/2014;PUTUMAYO;URBANA;APARTAMENTO;SIN EMPLEO DE ARMAS;58;MASCULINO;SOLTERO;EDUCADOR
15207;18/09/2014;NORTE DE SANTANDER;URBANA;DENTRO DE LA VIVIENDA;CONTUNDENTES;50;MASCULINO;SEPARADO;EDUCADOR
18940;25/11/2014;META;URBANA;DENTRO DE LA VIVIENDA;CONTUNDENTES;28;MASCULINO;UNION LIBRE;INDEPENDIENTE
10841;09/07/2014;SAN ANDRÉS;URBANA;VIAS PUBLICAS;SIN EMPLEO DE ARMAS;53;MASCULINO;SOLTERO;EMPLEADO PARTICULAR
10423;02/07/2014;META;URBANA;DENTRO DE LA VIVIENDA;CONTUNDENTES;36;FEMENINO;UNION LIBRE;INDEPENDIENTE
10060;26/06/2014;CUNDINAMARCA;URBANA;CASAS DE HABITACION;CONTUNDENTES;56;FEMENINO;SOLTERO;INDEPENDIENTE
15859;29/09/2014;BOYACÁ;RURAL;CASAS DE HABITACION;ARMA BLANCA / CORTOPUNZANTE;68;MASCULINO;CASADO;AGRICULTOR
5506;03/04/2014;VALLE;URBANA;APARTAMENTO EN CONJUNTO CERRADO;SIN EMPLEO DE ARMAS;45;FEMENINO;CASADO;EMPLEADO PARTICULAR
1298;21/01/2014;HUILA;URBANA;CASAS DE HABITACION;SIN EMPLEO DE ARMAS;22;MASCULINO;SOLTERO;INDEPENDIENTE
19581;08/12/2014;RISARALDA;URBANA;CASAS DE HABITACION;SIN EMPLEO DE ARMAS;66;FEMENINO;DIVORCIADO;PENSIONADO
20114;19/12/2014;CUNDINAMARCA;URBANA;CASAS DE HABITACION;SIN EMPLEO DE ARMAS;36;MASCULINO;UNION LIBRE;EMPLEADO PARTICULAR
11964;30/07/2014;CUNDINAMARCA;URBANA;CASAS DE HABITACION;CONTUNDENTES;28;MASCULINO;UNION LIBRE;INDEPENDIENTE
6066;14/04/2014;ATLÁNTICO;URBANA;DENTRO DE LA VIVIENDA;SIN EMPLEO DE ARMAS;32;FEMENINO;DIVORCIADO;EMPLEADO PARTICULAR
14550;09/09/2014;ANTIOQUIA;RURAL;FINCAS Y SIMILARES;SIN EMPLEO DE ARMAS;47;FEMENINO;CASADO;EMPLEADO PARTICULAR
3070;19/02/2014;CUNDINAMARCA;URBANA;CASAS DE HABITACION;CONTUNDENTES;37;FEMENINO;UNION LIBRE;INDEPENDIENTE
16486;09/10/2014;CALDAS;URBANA;CASAS DE HABITACION;SIN EMPLEO DE ARMAS;38;MASCULINO;SOLTERO;EMPLEADO PARTICULAR
5394;01/04/2014;VALLE;RURAL;FINCAS Y SIMILARES;CONTUNDENTES;43;MASCULINO;UNION LIBRE;EMPLEADO PARTICULAR
8892;03/06/2014;CAQUETÁ;URBANA;CASAS DE HABITACION;CONTUNDENTES;42;MASCULINO;CASADO;AGRICULTOR
1918;01/02/2014;CUNDINAMARCA;URBANA;CASAS DE APUESTAS;CONTUNDENTES;32;FEMENINO;CASADO;EMPLEADO PARTICULAR
6870;29/04/2014;ATLÁNTICO;URBANA;CASAS DE HABITACION;SIN EMPLEO DE ARMAS;43;MASCULINO;UNION LIBRE;PENSIONADO
3049;19/02/2014;CESAR;URBANA;CASAS DE HABITACION;CONTUNDENTES;52;MASCULINO;UNION LIBRE;EMPLEADO PARTICULAR
7195;05/05/2014;ATLÁNTICO;URBANA;CONJUNTO RESIDENCIAL;SIN EMPLEO DE ARMAS;46;FEMENINO;CASADO;INDEPENDIENTE
13786;29/08/2014;CHOCÓ;URBANA;HOTELES, RESIDENCIAS, Y SIMILARES.;SIN EMPLEO DE ARMAS;37;FEMENINO;DIVORCIADO;EMPLEADO PARTICULAR
